Input URL,Title,Link,Published,Description,Source
https://news.google.com/rss/search?q=world+news,Kate Middleton makes public return at King Charles’ birthday parade after cancer update,https://www.nbcnews.com/news/world/kate-middleton-attends-king-charles-birthday-parade-cancer-update-rcna157234,"Sat, 15 Jun 2024 12:53:22 GMT",Kate Middleton makes public return at King Charles’ birthday parade after cancer update,"{'href': 'https://www.nbcnews.com', 'title': 'NBC News'}"
https://news.google.com/rss/search?q=world+news,Monet among paintings removed from Swiss museum over Nazi looting fears,https://www.bbc.com/news/articles/c6pp6qv6jjyo,"Sat, 15 Jun 2024 09:51:49 GMT",Monet among paintings removed from Swiss museum over Nazi looting fears,"{'href': 'https://www.bbc.com', 'title': 'BBC.com'}"
https://news.google.com/rss/search?q=world+news,'Like A Roller Coaster Ride': Southwest Airlines Flight Makes Hair-Raising Drop To 400 Feet From Ocean,https://www.ndtv.com/world-news/like-a-roller-coaster-ride-southwest-airlines-flight-makes-hair-raising-drop-to-400-feet-from-ocean-5896958,"Sat, 15 Jun 2024 13:01:44 GMT",'Like A Roller Coaster Ride': Southwest Airlines Flight Makes Hair-Raising Drop To 400 Feet From Ocean,"{'href': 'https://www.ndtv.com', 'title': 'NDTV'}"
https://news.google.com/rss/search?q=world+news,"Pope Francis is first pope to address G7 summit, meets with Biden, world leaders",https://www.cbsnews.com/news/pope-francis-g7-biden-nato-leaders-ai/,"Sat, 15 Jun 2024 12:40:19 GMT","Pope Francis is first pope to address G7 summit, meets with Biden, world leaders","{'href': 'https://www.cbsnews.com', 'title': 'CBS News'}"
https://news.google.com/rss/search?q=world+news,"Ukraine Peace Summit: Leaders meet in Switzerland, Russia absent",https://apnews.com/article/ukraine-switzerland-russia-war-peace-conference-burgenstock-2a8abeb9e6e2714f6af032593706d9e5,"Sat, 15 Jun 2024 16:36:00 GMT","Ukraine Peace Summit: Leaders meet in Switzerland, Russia absent","{'href': 'https://apnews.com', 'title': 'The Associated Press'}"
https://news.google.com/rss/search?q=world+news,"Volodymyr Zelenskyy eyes ‘history' at Swiss-hosted Ukraine peace meet, Russia absent",https://www.hindustantimes.com/world-news/volodymyr-zelenskyy-eyes-history-at-swiss-hosted-ukraine-peace-meet-russia-absent-101718458300950.html,"Sat, 15 Jun 2024 13:58:38 GMT","Volodymyr Zelenskyy eyes ‘history' at Swiss-hosted Ukraine peace meet, Russia absent","{'href': 'https://www.hindustantimes.com', 'title': 'Hindustan Times'}"
https://news.google.com/rss/search?q=world+news,Is Myanmar the most violent country in the world?,https://www.vaticannews.va/en/world/news/2024-06/myanmar-the-most-violent-country-in-the-world-poverty-disaster.html,"Sat, 15 Jun 2024 12:41:59 GMT",Is Myanmar the most violent country in the world?,"{'href': 'https://www.vaticannews.va', 'title': 'Vatican News - English'}"
https://news.google.com/rss/search?q=world+news,Ukraine war latest: Putin makes 'absurd attempt to seduce West'; leaders call for Olympics truce,https://news.sky.com/story/ukraine-war-latest-moscow-russia-putin-nuclear-kharkiv-frontline-sky-news-live-blog-12541713,"Sat, 15 Jun 2024 18:01:42 GMT",Ukraine war latest: Putin makes 'absurd attempt to seduce West'; leaders call for Olympics truce,"{'href': 'https://news.sky.com', 'title': 'Sky News'}"
https://news.google.com/rss/search?q=world+news,Middle East and north Africa,https://www.theguardian.com/world/middleeast,"Sat, 15 Jun 2024 12:52:14 GMT",Middle East and north Africa,"{'href': 'https://www.theguardian.com', 'title': 'The Guardian'}"
https://news.google.com/rss/search?q=world+news,Kate Middleton appears on balcony alongside royal family during Trooping the Colour parade in first appearance since ...,https://nypost.com/2024/06/15/world-news/kate-middleton-attends-trooping-the-colour-in-first-appearance-since-cancer-announcement/,"Sat, 15 Jun 2024 09:17:00 GMT",Kate Middleton appears on balcony alongside royal family during Trooping the Colour parade in first appearance since ...,"{'href': 'https://nypost.com', 'title': 'New York Post'}"
https://news.google.com/rss/search?q=world+news,Meloni describes Putins ceasefire offer for Ukraine as propaganda,https://www.business-standard.com/world-news/meloni-describes-putins-ceasefire-offer-for-ukraine-as-propaganda-124061500691_1.html,"Sat, 15 Jun 2024 17:18:56 GMT",Meloni describes Putins ceasefire offer for Ukraine as propaganda,"{'href': 'https://www.business-standard.com', 'title': 'Business Standard'}"
https://news.google.com/rss/search?q=world+news,World leaders to attend Ukraine peace summit,https://news.sky.com/story/world-leaders-to-attend-ukraine-peace-summit-after-putin-sets-russias-conditions-for-ceasefire-13153369,"Sat, 15 Jun 2024 14:21:26 GMT",World leaders to attend Ukraine peace summit - after Putin sets Russia's conditions for ceasefire,"{'href': 'https://news.sky.com', 'title': 'Sky News'}"
https://news.google.com/rss/search?q=world+news,Kate Middleton makes first public appearance since cancer diagnosis,https://www.business-standard.com/world-news/kate-middleton-makes-first-public-appearance-since-cancer-diagnosis-124061500467_1.html,"Sat, 15 Jun 2024 14:09:47 GMT",Kate Middleton makes first public appearance since cancer diagnosis,"{'href': 'https://www.business-standard.com', 'title': 'Business Standard'}"
https://news.google.com/rss/search?q=world+news,White House’s Sullivan says Russia’s latest peace proposal is an ‘absurd vision’,https://indianexpress.com/article/world/white-houses-jake-sullivan-ukraine-russia-peace-proposal-absurd-9395068/,"Sat, 15 Jun 2024 18:12:16 GMT",White House’s Sullivan says Russia’s latest peace proposal is an ‘absurd vision’,"{'href': 'https://indianexpress.com', 'title': 'The Indian Express'}"
https://news.google.com/rss/search?q=world+news,Suffolk darts prodigy Lennon Wharf aims to become world's best,https://www.bbc.com/news/articles/c3ggxqvqv57o,"Sat, 15 Jun 2024 08:18:11 GMT",Suffolk darts prodigy Lennon Wharf aims to become world's best,"{'href': 'https://www.bbc.com', 'title': 'BBC.com'}"
https://news.google.com/rss/search?q=world+news,Sweden and Iran exchange prisoners in breakthrough deal,https://www.hindustantimes.com/world-news/sweden-and-iran-exchange-prisoners-in-breakthrough-deal-101718465574417.html,"Sat, 15 Jun 2024 15:32:54 GMT",Sweden and Iran exchange prisoners in breakthrough deal,"{'href': 'https://www.hindustantimes.com', 'title': 'Hindustan Times'}"
https://news.google.com/rss/search?q=world+news,T20 World Cup: What do England need to reach Super 8s,https://www.skysports.com/cricket/news/12123/13152775/t20-world-cup-what-do-england-need-to-reach-super-8s-and-could-australian-skulduggery-cost-them,"Sat, 15 Jun 2024 17:24:53 GMT",T20 World Cup: What do England need to reach Super 8s - and could Australian skulduggery cost them?,"{'href': 'https://www.skysports.com', 'title': 'Sky Sports'}"
https://news.google.com/rss/search?q=world+news,"Ship evacuated, ablaze after attack by Yemen's Houthis, says UKMTO",https://www.business-standard.com/world-news/ship-evacuated-ablaze-after-attack-by-yemens-houthis-says-ukmto-124061500588_1.html,"Sat, 15 Jun 2024 14:42:39 GMT","Ship evacuated, ablaze after attack by Yemen's Houthis, says UKMTO","{'href': 'https://www.business-standard.com', 'title': 'Business Standard'}"
https://news.google.com/rss/search?q=world+news,"Despite improved WHO regulations, world remains ill-prepared for the next pandemic",https://www.hindustantimes.com/world-news/despite-improved-who-regulations-world-remains-ill-prepared-for-the-next-pandemic-101718440575735.html,"Sat, 15 Jun 2024 08:57:33 GMT","Despite improved WHO regulations, world remains ill-prepared for the next pandemic","{'href': 'https://www.hindustantimes.com', 'title': 'Hindustan Times'}"
https://news.google.com/rss/search?q=world+news,Ukraine-Russia war live: Sweden scrambles fighter jets to intercept Russian bomber over Nato border,https://www.telegraph.co.uk/world-news/2024/06/15/ukraine-russia-war-latest-live-updates/,"Sat, 15 Jun 2024 16:28:35 GMT",Ukraine-Russia war live: Sweden scrambles fighter jets to intercept Russian bomber over Nato border,"{'href': 'https://www.telegraph.co.uk', 'title': 'The Telegraph'}"
https://news.google.com/rss/search?q=world+news,Russia absent as world leaders meet at Swiss resort for Ukraine peace talks,https://www.business-standard.com/world-news/russia-absent-as-world-leaders-meet-at-swiss-resort-for-ukraine-peace-talks-124061500336_1.html,"Sat, 15 Jun 2024 10:59:33 GMT",Russia absent as world leaders meet at Swiss resort for Ukraine peace talks,"{'href': 'https://www.business-standard.com', 'title': 'Business Standard'}"
https://news.google.com/rss/search?q=world+news,French protesters standing up to far right ahead of snap elections,https://www.business-standard.com/world-news/french-protesters-standing-up-to-far-right-ahead-of-snap-elections-124061500490_1.html,"Sat, 15 Jun 2024 13:25:04 GMT",French protesters standing up to far right ahead of snap elections,"{'href': 'https://www.business-standard.com', 'title': 'Business Standard'}"
https://news.google.com/rss/search?q=world+news,"Cyber attack hits Pakistani UN Mission; email, YouTube channel breached",https://www.business-standard.com/world-news/cyber-attack-hits-pakistani-un-mission-email-youtube-channel-breached-124061500451_1.html,"Sat, 15 Jun 2024 12:26:44 GMT","Cyber attack hits Pakistani UN Mission; email, YouTube channel breached","{'href': 'https://www.business-standard.com', 'title': 'Business Standard'}"
https://news.google.com/rss/search?q=us+national+news,Global leader of ISIS targeted and possibly killed in U.S. airstrike,https://www.nbcnews.com/politics/national-security/global-leader-isis-mumin-targeted-possibly-killed-us-airstrike-rcna157300,"Sat, 15 Jun 2024 12:00:00 GMT",Global leader of ISIS targeted and possibly killed in U.S. airstrike,"{'href': 'https://www.nbcnews.com', 'title': 'NBC News'}"
https://news.google.com/rss/search?q=us+national+news,"Much of U.S. braces for extreme weather, from southern heat wave to possible snow in the Rockies",https://www.kxan.com/news/national-news/ap-much-of-u-s-braces-for-extreme-weather-from-southern-heat-wave-to-possible-snow-in-the-rockies/,"Sat, 15 Jun 2024 15:18:12 GMT","Much of U.S. braces for extreme weather, from southern heat wave to possible snow in the Rockies","{'href': 'https://www.kxan.com', 'title': 'KXAN.com'}"
https://news.google.com/rss/search?q=us+national+news,US Open: Ludvig Aberg grinds to one-stroke lead as Tiger Woods misses cut,https://www.thenationalnews.com/sport/2024/06/15/us-open-ludvig-aberg-grinds-to-one-stroke-lead-as-tiger-woods-misses-cut/,"Sat, 15 Jun 2024 07:27:28 GMT",US Open: Ludvig Aberg grinds to one-stroke lead as Tiger Woods misses cut,"{'href': 'https://www.thenationalnews.com', 'title': 'The National'}"
https://news.google.com/rss/search?q=business+news,Is This Trillion-Dollar Company About to Join Nvidia in the Stock-Split Club?,https://finance.yahoo.com/news/trillion-dollar-company-join-nvidia-082500638.html,"Sat, 15 Jun 2024 08:25:00 GMT",Is This Trillion-Dollar Company About to Join Nvidia in the Stock-Split Club?,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}"
https://news.google.com/rss/search?q=business+news,Alan Bates learnt of birthday honours knighthood as Post Office boss was grilled,https://www.bbc.com/news/articles/c722kzgp90lo,"Sat, 15 Jun 2024 13:09:23 GMT",Alan Bates learnt of birthday honours knighthood as Post Office boss was grilled,"{'href': 'https://www.bbc.com', 'title': 'BBC.com'}"
https://news.google.com/rss/search?q=business+news,New hires in the Helena area,https://helenair.com/news/local/business/business-briefcase-new-hires-at-west-mont-st-peters-and-great-west-engineering/article_7543385e-2a6d-11ef-b9a1-0f790bbe6824.html,"Sat, 15 Jun 2024 12:00:00 GMT",New hires in the Helena area,"{'href': 'https://helenair.com', 'title': 'Independent Record'}"
https://news.google.com/rss/search?q=business+news,Want more low-cost flight options in Canada? Flair's retiring CEO says the rules need to change,https://www.cbc.ca/news/business/flair-ceo-stephen-jones-retiring-1.7234229,"Sat, 15 Jun 2024 13:50:04 GMT",Want more low-cost flight options in Canada? Flair's retiring CEO says the rules need to change,"{'href': 'https://www.cbc.ca', 'title': 'CBC News'}"
https://news.google.com/rss/search?q=science+news,"Readers react to a rare visual disorder, microplastics in arteries and more",https://www.sciencenews.org/article/rare-visual-disorder-microplastic-arteries,"Sat, 15 Jun 2024 12:00:00 GMT","Readers react to a rare visual disorder, microplastics in arteries and more","{'href': 'https://www.sciencenews.org', 'title': 'Science News Magazine'}"
https://news.google.com/rss/search?q=science+news,Unlocking the grape's secret scent: key gene modulates terpene aroma,https://www.eurekalert.org/news-releases/1048279,"Sat, 15 Jun 2024 09:40:05 GMT",Unlocking the grape's secret scent: key gene modulates terpene aroma,"{'href': 'https://www.eurekalert.org', 'title': 'EurekAlert'}"
https://news.google.com/rss/search?q=technology+news,Fox News AI Newsletter: Ashton Kutcher doubles down,https://www.foxnews.com/tech/fox-news-ai-newsletter-ashton-kutcher-doubles-down,"Sat, 15 Jun 2024 12:30:17 GMT",Fox News AI Newsletter: Ashton Kutcher doubles down,"{'href': 'https://www.foxnews.com', 'title': 'Fox News'}"
https://news.google.com/rss/search?q=technology+news,AI startup Perplexity wants to upend search business. News outlet Forbes says it's ripping them off,https://www.courant.com/2024/06/15/ai-startup-perplexity-wants-to-upend-search-business-news-outlet-forbes-says-its-ripping-them-off/,"Sat, 15 Jun 2024 10:03:44 GMT",AI startup Perplexity wants to upend search business. News outlet Forbes says it's ripping them off,"{'href': 'https://www.courant.com', 'title': 'Hartford Courant'}"
https://news.google.com/rss/search?q=technology+news,"Netflix is dropping support for Samsung, Sony and other TVs, here’s how to keep watching",https://timesofindia.indiatimes.com/technology/tech-news/netflix-is-dropping-support-for-samsung-sony-and-other-tvs-heres-how-to-keep-watching/articleshow/111020428.cms,"Sat, 15 Jun 2024 10:54:00 GMT","Netflix is dropping support for Samsung, Sony and other TVs, here’s how to keep watching","{'href': 'https://timesofindia.indiatimes.com', 'title': 'The Times of India'}"
https://news.google.com/rss/search?q=technology+news,Ontario technology teaching surgeries worldwide including war-torn Ukraine,https://globalnews.ca/news/10566897/ontario-surgery-technology-hamilton/,"Sat, 15 Jun 2024 10:15:40 GMT",Ontario technology teaching surgeries worldwide including war-torn Ukraine,"{'href': 'https://globalnews.ca', 'title': 'Global News Toronto'}"
https://news.google.com/rss/search?q=technology+news,Bad News For Windows Users! A New Wi-Fi Threat Is On The Horizon & You Won't Even Know Its Coming — Details,https://news.abplive.com/technology/microsoft-windows-wifi-takeover-cyberattack-threat-cve-2024-30078-new-vulnerability-details-hack-1695831,"Sat, 15 Jun 2024 10:19:02 GMT",Bad News For Windows Users! A New Wi-Fi Threat Is On The Horizon & You Won't Even Know Its Coming — Details,"{'href': 'https://news.abplive.com', 'title': 'ABP Live'}"
https://news.google.com/rss/search?q=technology+news,"Yahoo revamps its news app, AI features now focus on enhancing customisation",https://www.news9live.com/technology/tech-news/yahoo-revamps-its-news-app-ai-features-now-focus-on-enhancing-customisation-2578597,"Sat, 15 Jun 2024 13:32:38 GMT","Yahoo revamps its news app, AI features now focus on enhancing customisation","{'href': 'https://www.news9live.com', 'title': 'News9 LIVE'}"
https://news.google.com/rss/search?q=technology+news,Do You Know How Google Was Named? A Typo Became The Identity Of The Tech Giant,https://news.abplive.com/technology/google-googol-name-controversy-do-you-know-how-google-was-named-typo-error-became-the-identity-of-the-tech-giant-1695828,"Sat, 15 Jun 2024 09:22:10 GMT",Do You Know How Google Was Named? A Typo Became The Identity Of The Tech Giant,"{'href': 'https://news.abplive.com', 'title': 'ABP Live'}"
https://news.google.com/rss/search?q=technology+news,Mobile users to pay for phone numbers? Trai makes this big clarification,https://timesofindia.indiatimes.com/technology/tech-news/mobile-users-to-pay-for-phone-numbers-trai-makes-this-big-clarification/articleshow/111017535.cms,"Sat, 15 Jun 2024 08:49:00 GMT",Mobile users to pay for phone numbers? Trai makes this big clarification,"{'href': 'https://timesofindia.indiatimes.com', 'title': 'The Times of India'}"
https://news.google.com/rss/search?q=technology+news,NHS England London declares regional incident after cyber attack hits blood testing lab,https://www.thehindu.com/sci-tech/technology/nhs-england-london-declares-regional-incident-after-cyber-attack-hits-blood-testing-lab/article68292580.ece,"Sat, 15 Jun 2024 08:41:00 GMT",NHS England London declares regional incident after cyber attack hits blood testing lab,"{'href': 'https://www.thehindu.com', 'title': 'The Hindu'}"
https://news.google.com/rss/search?q=cryptocurrency+news,Donald Trump flips on crypto: From 'scam' to building a 'crypto army',https://www.nbcnews.com/politics/2024-election/donald-trump-flips-crypto-scam-building-crypto-army-rcna157171,"Sat, 15 Jun 2024 11:00:00 GMT",Donald Trump flips on crypto: From 'scam' to building a 'crypto army',"{'href': 'https://www.nbcnews.com', 'title': 'NBC News'}"
https://news.google.com/rss/search?q=cryptocurrency+news,Deutsche Telekom announces Bitcoin mining plans at BTC Prague,https://cointelegraph.com/news/deutsche-telekom-plans-bitcoin-mining-btc-prague,"Sat, 15 Jun 2024 13:06:41 GMT",Deutsche Telekom announces Bitcoin mining plans at BTC Prague,"{'href': 'https://cointelegraph.com', 'title': 'Cointelegraph'}"
https://news.google.com/rss/search?q=cryptocurrency+news,"'Stealth Erosion'—IMF Issues 'Striking' U.S. Dollar Collapse Warning As The Fed Primes Bitcoin, Ethereum And XRP ...",https://www.forbes.com/sites/digital-assets/2024/06/15/stealth-erosion-imf-issues-striking-us-dollar-collapse-warning-as-the-fed-primes-bitcoin-ethereum-and-xrp-for-a-crypto-price-boom/,"Sat, 15 Jun 2024 11:15:49 GMT","'Stealth Erosion'—IMF Issues 'Striking' U.S. Dollar Collapse Warning As The Fed Primes Bitcoin, Ethereum And XRP ...","{'href': 'https://www.forbes.com', 'title': 'Forbes'}"
https://news.google.com/rss/search?q=cryptocurrency+news,"1 Top Cryptocurrency to Buy Before It Soars Another $1 Trillion in Market Cap, According to Value Investor Bill Miller IV",https://www.fool.com/investing/2024/06/15/1-top-cryptocurrency-to-buy-before-it-soars-anothe/,"Sat, 15 Jun 2024 09:30:00 GMT","1 Top Cryptocurrency to Buy Before It Soars Another $1 Trillion in Market Cap, According to Value Investor Bill Miller IV","{'href': 'https://www.fool.com', 'title': 'The Motley Fool'}"
https://news.google.com/rss/search?q=cryptocurrency+news,Bitcoin (BTC) Godzilla Statement Issued by Michael Saylor,https://u.today/bitcoin-btc-godzilla-statement-issued-by-michael-saylor,"Sat, 15 Jun 2024 13:22:01 GMT",Bitcoin (BTC) Godzilla Statement Issued by Michael Saylor,"{'href': 'https://u.today', 'title': 'U.Today'}"
https://news.google.com/rss/search?q=cryptocurrency+news,Is Riot Blockchain a No-Brainer Buy After the Bitcoin Halving?,https://finance.yahoo.com/news/riot-blockchain-no-brainer-buy-125300721.html,"Sat, 15 Jun 2024 12:53:00 GMT",Is Riot Blockchain a No-Brainer Buy After the Bitcoin Halving?,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}"
https://news.google.com/rss/search?q=cryptocurrency+news,Crypto Market Analysis: Bitcoin Price CRASHES to $65k! What Next?,https://coinpedia.org/news/why-bitcoin-price-crashed-to-65k-what-next/,"Sat, 15 Jun 2024 12:00:00 GMT",Crypto Market Analysis: Bitcoin Price CRASHES to $65k! What Next?,"{'href': 'https://coinpedia.org', 'title': 'Coinpedia Fintech News'}"
https://news.google.com/rss/search?q=cryptocurrency+news,Is This Cryptocurrency ETF a No-Brainer Buy?,https://www.fool.com/investing/2024/06/15/is-this-cryptocurrency-etf-a-no-brainer-buy/,"Sat, 15 Jun 2024 10:30:00 GMT",Is This Cryptocurrency ETF a No-Brainer Buy?,"{'href': 'https://www.fool.com', 'title': 'The Motley Fool'}"
https://news.google.com/rss/search?q=cryptocurrency+news,Crypto Market Crash: How Low Can Bitcoin and Altcoins Drop?,https://coinpedia.org/price-analysis/crypto-market-crash-how-low-can-bitcoin-and-altcoins-drop/,"Sat, 15 Jun 2024 12:13:09 GMT",Crypto Market Crash: How Low Can Bitcoin and Altcoins Drop?,"{'href': 'https://coinpedia.org', 'title': 'Coinpedia Fintech News'}"
https://news.google.com/rss/search?q=cryptocurrency+news,Innovative Block Size Upgrade Takes Spotlight at Bitcoin Cash Bliss Conference,https://news.bitcoin.com/innovative-block-size-upgrade-takes-spotlight-at-bitcoin-cash-bliss-conference/,"Sat, 15 Jun 2024 12:15:37 GMT",Innovative Block Size Upgrade Takes Spotlight at Bitcoin Cash Bliss Conference – Featured Bitcoin News,"{'href': 'https://news.bitcoin.com', 'title': 'Bitcoin.com News'}"
https://news.google.com/rss/search?q=cryptocurrency+news,'Rich Dad Poor Dad' Reveals Important Nuance About Bitcoin (BTC) By U.Today,https://www.investing.com/news/cryptocurrency-news/rich-dad-poor-dad-reveals-important-nuance-about-bitcoin-btc-3485915,"Sat, 15 Jun 2024 10:04:20 GMT",'Rich Dad Poor Dad' Reveals Important Nuance About Bitcoin (BTC) By U.Today,"{'href': 'https://www.investing.com', 'title': 'Investing.com'}"
https://news.google.com/rss/search?q=cryptocurrency+news,$1T-volume trading firm buys the dip; $20M of two cryptocurrencies,https://finbold.com/1t-volume-trading-firm-buys-the-dip-20m-of-two-cryptocurrencies/,"Sat, 15 Jun 2024 11:08:07 GMT",$1T-volume trading firm buys the dip; $20M of two cryptocurrencies,"{'href': 'https://finbold.com', 'title': 'Finbold - Finance in Bold'}"
https://news.google.com/rss/search?q=cryptocurrency+news,"56% of Fortune 500 Firms Pursue Crypto and Blockchain Projects, Says Coinbase",https://news.bitcoin.com/56-of-fortune-500-firms-pursue-crypto-and-blockchain-projects-says-coinbase/,"Sat, 15 Jun 2024 07:36:36 GMT","56% of Fortune 500 Firms Pursue Crypto and Blockchain Projects, Says Coinbase – Featured Bitcoin News","{'href': 'https://news.bitcoin.com', 'title': 'Bitcoin.com News'}"
https://news.google.com/rss/search?q=cryptocurrency+news,114 Billion PEPE Trader's Surprising Ethereum Shift; Here's Why,https://u.today/114-billion-pepe-traders-surprising-ethereum-shift-heres-why,"Sat, 15 Jun 2024 12:47:01 GMT",114 Billion PEPE Trader's Surprising Ethereum Shift; Here's Why,"{'href': 'https://u.today', 'title': 'U.Today'}"
https://news.google.com/rss/search?q=cryptocurrency+news,R. Kiyosaki shares why he became 'frustrated' when pushing Bitcoin adoption,https://finbold.com/r-kiyosaki-shares-why-he-became-frustrated-when-pushing-bitcoin-adoption/,"Sat, 15 Jun 2024 11:22:04 GMT",R. Kiyosaki shares why he became 'frustrated' when pushing Bitcoin adoption,"{'href': 'https://finbold.com', 'title': 'Finbold - Finance in Bold'}"
https://news.google.com/rss/search?q=cryptocurrency+news,Michael Saylor Covers 21 Principles for Investing in Bitcoin at BTC Prague,https://btctimes.com/michael-saylor-covers-21-principles-for-investing-in-bitcoin-at-btc-prague/,"Sat, 15 Jun 2024 14:35:57 GMT",Michael Saylor Covers 21 Principles for Investing in Bitcoin at BTC Prague,"{'href': 'https://btctimes.com', 'title': 'BTC Times'}"
https://news.google.com/rss/search?q=sports+news,Jenny Cavnar's journey highlights women in MLB broadcasting facing sexism despite milestones,https://www.nbcnews.com/news/sports/jenny-cavnar-journey-women-mlb-broadcasting-sexism-milestones-rcna155749,"Sat, 15 Jun 2024 14:00:00 GMT",Jenny Cavnar's journey highlights women in MLB broadcasting facing sexism despite milestones,"{'href': 'https://www.nbcnews.com', 'title': 'NBC News'}"
https://news.google.com/rss/search?q=sports+news,Gerrit Cole strikes out 10 in third rehab start; return to Yankees next?,https://sports.yahoo.com/gerrit-cole-strikes-out-10-in-third-rehab-start-return-to-yankees-next-142845866.html,"Sat, 15 Jun 2024 16:57:08 GMT",Gerrit Cole strikes out 10 in third rehab start; return to Yankees next?,"{'href': 'https://sports.yahoo.com', 'title': 'Yahoo Sports'}"
https://news.google.com/rss/search?q=sports+news,Take a walk on the wild side: The official Los Angeles Dodgers 2024 Walk-Up Songs,https://www.nbclosangeles.com/news/sports/take-a-walk-on-the-wild-side-the-official-los-angeles-dodgers-2024-walk-up-songs/3437469/,"Sat, 15 Jun 2024 18:43:50 GMT",Take a walk on the wild side: The official Los Angeles Dodgers 2024 Walk-Up Songs,"{'href': 'https://www.nbclosangeles.com', 'title': 'NBC Los Angeles'}"
https://news.google.com/rss/search?q=sports+news,Jordan Xtreme Bronc,https://www.prorodeo.com/schedule/2024/jordan-xtreme-bronc/14569,"Sat, 15 Jun 2024 17:06:09 GMT",Jordan Xtreme Bronc,"{'href': 'https://www.prorodeo.com', 'title': 'Professional Rodeo Cowboys Association'}"
https://news.google.com/rss/search?q=sports+news,NMJC sports achieves national honors,https://www.hobbsnews.com/2024/06/15/nmjc-sports-achieves-national-honors/,"Sat, 15 Jun 2024 15:28:20 GMT",NMJC sports achieves national honors - Hobbs News Sun,"{'href': 'https://www.hobbsnews.com', 'title': 'Hobbs News-Sun'}"
https://news.google.com/rss/search?q=sports+news,"The 2024 Southwest Florida High School Sports Awards winners for Lee, Hendry and Collier",https://www.naplesnews.com/story/sports/high-school/2024/06/15/the-2024-southwest-florida-high-school-sports-awards-winners-for-lee-hendry-and-collier/74000311007/,"Sat, 15 Jun 2024 09:04:21 GMT","The 2024 Southwest Florida High School Sports Awards winners for Lee, Hendry and Collier","{'href': 'https://www.naplesnews.com', 'title': 'Naples Daily News'}"
https://news.google.com/rss/search?q=sports+news,Popularity of the sport of cricket grows across New York,https://spectrumlocalnews.com/nys/central-ny/sports/2024/06/15/cricket-upstate-new-york-world-cup-icc-t20,"Sat, 15 Jun 2024 16:49:00 GMT",Popularity of the sport of cricket grows across New York,"{'href': 'https://spectrumlocalnews.com', 'title': 'Spectrum News'}"
https://news.google.com/rss/search?q=sports+news,Wingrove homers twice as Mussels split with Flying Tigers,https://www.capecoralbreeze.com/sports/local-sports/2024/06/15/wingrove-homers-twice-as-mussels-split-with-flying-tigers/,"Sat, 15 Jun 2024 14:53:06 GMT",Wingrove homers twice as Mussels split with Flying Tigers,"{'href': 'https://www.capecoralbreeze.com', 'title': 'Cape Coral Breeze'}"
